geo_loc_name,raw_lat_lon,lat,lon,nation,state
-,-,,,,
?,?,,,,
Algeria,36.7507611 N 5.0355072 E,36.7507611,5.0355072,Algeria,
Algeria,35.5130278 N 6.2588367 E,35.5130278,6.2588367,Algeria,
Algeria,35.390413 N 0.149499 E,35.390413,0.149499,Algeria,
Algeria,35.5721694 N 6.1946206 E,35.5721694,6.1946206,Algeria,
Algeria,35.38 N 0.37 W,35.38,-0.37,Algeria,
Algeria: Adoar oasis,missing,,,,
Algeria: Baraki-Alger,36.6673 N 3.0986 E,36.6673,3.0986,Algeria,
Algeria: Beni Abbes,28.0339 N 1.6596 E,28.0339,1.6596,Algeria,
Algeria: El Oued Souf,28.0339 N 1.6596 E,28.0339,1.6596,Algeria,
"Algeria: Timoudi, Beni Abbes, Taghit",30.14 N 2.17 W,30.14,-2.17,Algeria,
"Algeria:Bechar Province,Kenadsa",31.5462611 N 2.41629444 W,31.5462611,-2.41629444,Algeria,
"Algeria:Ben Badis, Constantine",36.31 N 6.83 E,36.31,6.83,Algeria,
Algeria:Constantine,36.36 N 6.6 E,36.36,6.6,Algeria,
Antarctica,71.878267 S 68.249798 W,-71.878267,-68.249798,Antarctica,
Antarctica,69 S 39 E,-69.0,39.0,,
Antarctica,69.41985 S 76.22497 E,-69.41985,76.22497,Antarctica,
Antarctica,66 S 50 E,-66.0,50.0,,
Antarctica,69 S 38 E,-69.0,38.0,,
Antarctica,77.61039 S 163.26512 E,-77.61039,163.26512,Antarctica,
Antarctica,72.3166654 S 170.2666656 E,-72.3166654,170.2666656,Antarctica,
Antarctica,74.76804444 S 164.0160222 E,-74.76804444,164.0160222,,
Antarctica,66.20 S 110.32 E,-66.2,110.32,,
Antarctica,69 S 37 E,-69.0,37.0,,
Antarctica,missing,,,,
Antarctica,77.36 S 163.15 E,-77.36,163.15,Antarctica,
Antarctica,78.1 S 163.51 E,-78.1,163.51,Antarctica,
Antarctica,77.48 S 160.41 E,-77.48,160.41,Antarctica,
Antarctica,78.2 S 163.51 E,-78.2,163.51,Antarctica,
Antarctica,78.6 S 163.48 E,-78.6,163.48,Antarctica,
Antarctica,78.7 S 163.45 E,-78.7,163.45,Antarctica,
Antarctica,77.47 S 160.36 E,-77.47,160.36,Antarctica,
Antarctica,77.2 S 161.41 E,-77.2,161.41,Antarctica,
Antarctica,77.2 S 161.42 E,-77.2,161.42,Antarctica,
Antarctica,77.26 S 162.43 E,-77.26,162.43,Antarctica,
Antarctica,77.1 S 161.44 E,-77.1,161.44,Antarctica,
Antarctica,77.29 S 160.52 E,-77.29,160.52,Antarctica,
Antarctica,77.3 S 160.34 E,-77.3,160.34,Antarctica,
Antarctica,76.55 S 161.4 E,-76.55,161.4,Antarctica,
Antarctica,76.53 S 161.8 E,-76.53,161.8,Antarctica,
Antarctica,77.32 S 161.14 E,-77.32,161.14,Antarctica,
Antarctica,77.33 S 160.57 E,-77.33,160.57,Antarctica,
Antarctica,not collected,,,,
Antarctica,77.34 S 163.9 E,-77.34,163.9,,
Antarctica,62.6680556 S 60.35972222 W,-62.6680556,-60.35972222,Antarctica,
Antarctica,62.4666667 S 59.75666666 W,-62.4666667,-59.75666666,Antarctica,
Antarctica,62.6833333 S 60.35388888 W,-62.6833333,-60.35388888,Antarctica,
Antarctica,62.925 S 60.54444444 W,-62.925,-60.54444444,Antarctica,
Antarctica,62.9586111 S 60.59888888 W,-62.9586111,-60.59888888,,
Antarctica,77.6074 S 162.9135667 E,-77.6074,162.9135667,Antarctica,
Antarctica,77.6082 S 162.9067833 E,-77.6082,162.9067833,Antarctica,
Antarctica,62.1689499 S 58.4639515 W,-62.1689499,-58.4639515,Antarctica,
Antarctica,62.4625 S 59.77083333 W,-62.4625,-59.77083333,Antarctica,
Antarctica,62.45 S 58.46666666 W,-62.45,-58.46666666,,
Antarctica,77.60823333 S 162.9061667 E,-77.60823333,162.9061667,Antarctica,
Antarctica,77.60776667 S 162.9107167 E,-77.60776667,162.9107167,Antarctica,
Antarctica,77.60758333 S 162.9124167 E,-77.60758333,162.9124167,Antarctica,
Antarctica,77.6075 S 162.9125167 E,-77.6075,162.9125167,Antarctica,
Antarctica,62.17055556 S 58.94361111 W,-62.17055556,-58.94361111,Antarctica,
Antarctica,62.17388889 S 58.9525 W,-62.17388889,-58.9525,,
Antarctica,62.17972222 S 58.91861111 W,-62.17972222,-58.91861111,Antarctica,
Antarctica,62.18222222 S 58.97777778 W,-62.18222222,-58.97777778,,
Antarctica,62.194829 S 58.969942 W,-62.194829,-58.969942,Antarctica,
Antarctica,62.20472222 S 59.00083333 W,-62.20472222,-59.00083333,,
Antarctica,62.20833333 S 58.98388889 W,-62.20833333,-58.98388889,Antarctica,
Antarctica,62.20861111 S 58.99444444 W,-62.20861111,-58.99444444,,
Antarctica,62.217893 S 58.964096 W,-62.217893,-58.964096,Antarctica,
Antarctica,64.81828333 S 63.50921666 W,-64.81828333,-63.50921666,Antarctica,
Antarctica,64.895507 S 62.870299 W,-64.895507,-62.870299,,
Antarctica,66.311782 S 110.532214 E,-66.311782,110.532214,,
Antarctica,68.57868208 S 78.00520962 E,-68.57868208,78.00520962,Antarctica,
Antarctica,77.213194 S 166.4456667 E,-77.213194,166.4456667,,
Antarctica,77.263914 S 164.363177 E,-77.263914,164.363177,,
Antarctica,77.60791667 S 162.90975 E,-77.60791667,162.90975,Antarctica,
Antarctica,77.60801667 S 162.9089833 E,-77.60801667,162.9089833,Antarctica,
Antarctica,77.60823333 S 162.9060833 E,-77.60823333,162.9060833,Antarctica,
Antarctica,84.6241 S 176.04 W,-84.6241,-176.04,Antarctica,
Antarctica,64.875917 S 63.584333 W,-64.875917,-63.584333,,
Antarctica,64.71588333 S 62.87171666 W,-64.71588333,-62.87171666,,
Antarctica,Missing,,,,
Antarctica,85.4909 S 177.177 W,-85.4909,-177.177,Antarctica,
Antarctica,85.4904 S 177.17 W,-85.4904,-177.17,Antarctica,
Antarctica,85.4899 S 177.171 W,-85.4899,-177.171,Antarctica,
Antarctica,85.4893 S 177.166 W,-85.4893,-177.166,Antarctica,
Antarctica,85.4884 S 177.155 W,-85.4884,-177.155,Antarctica,
Antarctica,85.4878 S 177.184 W,-85.4878,-177.184,Antarctica,
Antarctica,85.4878 S 177.183 W,-85.4878,-177.183,Antarctica,
Antarctica,85.4876 S 177.179 W,-85.4876,-177.179,Antarctica,
Antarctica,85.4876 S 177.131 W,-85.4876,-177.131,Antarctica,
Antarctica,85.4873 S 177.175 W,-85.4873,-177.175,Antarctica,
Antarctica,85.4873 S 177.111 W,-85.4873,-177.111,Antarctica,
Antarctica,85.4869 S 177.207 W,-85.4869,-177.207,Antarctica,
Antarctica,85.4867 S 177.163 W,-85.4867,-177.163,Antarctica,
Antarctica,85.4867 S 177.099 W,-85.4867,-177.099,Antarctica,
Antarctica,85.4865 S 177.198 W,-85.4865,-177.198,Antarctica,
Antarctica,85.4864 S 177.161 W,-85.4864,-177.161,Antarctica,
Antarctica,85.4861 S 177.158 W,-85.4861,-177.158,Antarctica,
Antarctica,85.486 S 177.192 W,-85.486,-177.192,Antarctica,
Antarctica,85.4856 S 177.154 W,-85.4856,-177.154,Antarctica,
Antarctica,85.4845 S 177.181 W,-85.4845,-177.181,Antarctica,
Antarctica,85.483 S 177.16 W,-85.483,-177.16,Antarctica,
Antarctica,85.4822 S 177.152 W,-85.4822,-177.152,Antarctica,
Antarctica,85.4818 S 177.133 W,-85.4818,-177.133,Antarctica,
Antarctica,85.4811 S 177.132 W,-85.4811,-177.132,Antarctica,
Antarctica,85.3603 S 175.079 W,-85.3603,-175.079,Antarctica,
Antarctica,85.3599 S 175.103 W,-85.3599,-175.103,Antarctica,
Antarctica,85.3597 S 175.069 W,-85.3597,-175.069,Antarctica,
Antarctica,85.359 S 175.086 W,-85.359,-175.086,Antarctica,
Antarctica,85.359 S 175.078 W,-85.359,-175.078,Antarctica,
Antarctica,85.3588 S 175.119 W,-85.3588,-175.119,Antarctica,
Antarctica,85.3587 S 175.086 W,-85.3587,-175.086,Antarctica,
Antarctica,85.3585 S 175.089 W,-85.3585,-175.089,Antarctica,
Antarctica,85.3582 S 175.087 W,-85.3582,-175.087,Antarctica,
Antarctica,85.358 S 175.087 W,-85.358,-175.087,Antarctica,
Antarctica,85.3578 S 175.144 W,-85.3578,-175.144,Antarctica,
Antarctica,85.3578 S 175.088 W,-85.3578,-175.088,Antarctica,
Antarctica,85.3576 S 175.086 W,-85.3576,-175.086,Antarctica,
Antarctica,85.3572 S 175.152 W,-85.3572,-175.152,Antarctica,
Antarctica,85.3569 S 175.162 W,-85.3569,-175.162,Antarctica,
Antarctica,85.3565 S 175.11 W,-85.3565,-175.11,Antarctica,
Antarctica,85.3564 S 175.12 W,-85.3564,-175.12,Antarctica,
Antarctica,85.3538 S 175.141 W,-85.3538,-175.141,Antarctica,
Antarctica,85.3528 S 175.143 W,-85.3528,-175.143,Antarctica,
Antarctica,85.3514 S 175.167 W,-85.3514,-175.167,Antarctica,
Antarctica,85.3512 S 175.172 W,-85.3512,-175.172,Antarctica,
Antarctica,85.2143 S 177.404 W,-85.2143,-177.404,Antarctica,
Antarctica,85.2135 S 177.408 W,-85.2135,-177.408,Antarctica,
Antarctica,85.2126 S 177.338 W,-85.2126,-177.338,Antarctica,
Antarctica,85.2125 S 177.409 W,-85.2125,-177.409,Antarctica,
Antarctica,85.2121 S 177.357 W,-85.2121,-177.357,Antarctica,
Antarctica,85.2116 S 177.358 W,-85.2116,-177.358,Antarctica,
Antarctica,85.2115 S 177.417 W,-85.2115,-177.417,Antarctica,
Antarctica,85.2112 S 177.362 W,-85.2112,-177.362,Antarctica,
Antarctica,85.2104 S 177.328 W,-85.2104,-177.328,Antarctica,
Antarctica,85.2102 S 177.367 W,-85.2102,-177.367,Antarctica,
Antarctica,85.21 S 177.419 W,-85.21,-177.419,Antarctica,
Antarctica,85.2078 S 177.322 W,-85.2078,-177.322,Antarctica,
Antarctica,85.2072 S 177.388 W,-85.2072,-177.388,Antarctica,
Antarctica,85.2061 S 177.416 W,-85.2061,-177.416,Antarctica,
Antarctica,85.2059 S 177.401 W,-85.2059,-177.401,Antarctica,
Antarctica,85.2053 S 177.414 W,-85.2053,-177.414,Antarctica,
Antarctica,85.2049 S 177.413 W,-85.2049,-177.413,Antarctica,
Antarctica,85.2049 S 177.329 W,-85.2049,-177.329,Antarctica,
Antarctica,85.2036 S 177.391 W,-85.2036,-177.391,Antarctica,
Antarctica,85.2032 S 177.343 W,-85.2032,-177.343,Antarctica,
Antarctica,85.2023 S 177.39 W,-85.2023,-177.39,Antarctica,
Antarctica,85.2014 S 177.362 W,-85.2014,-177.362,Antarctica,
Antarctica,85.2009 S 177.372 W,-85.2009,-177.372,Antarctica,
Antarctica,85.2006 S 177.375 W,-85.2006,-177.375,Antarctica,
Antarctica,85.1978 S 177.102 W,-85.1978,-177.102,Antarctica,
Antarctica,85.197 S 177.069 W,-85.197,-177.069,Antarctica,
Antarctica,85.1963 S 177.104 W,-85.1963,-177.104,Antarctica,
Antarctica,85.1957 S 177.107 W,-85.1957,-177.107,Antarctica,
Antarctica,85.1762 S 174.102 W,-85.1762,-174.102,Antarctica,
Antarctica,85.1762 S 174.097 W,-85.1762,-174.097,Antarctica,
Antarctica,85.1762 S 174.094 W,-85.1762,-174.094,Antarctica,
Antarctica,85.1762 S 174.092 W,-85.1762,-174.092,Antarctica,
Antarctica,85.1762 S 174.088 W,-85.1762,-174.088,Antarctica,
Antarctica,85.1761 S 174.107 W,-85.1761,-174.107,Antarctica,
Antarctica,85.1761 S 174.1 W,-85.1761,-174.1,Antarctica,
Antarctica,85.1759 S 174.116 W,-85.1759,-174.116,Antarctica,
Antarctica,85.1706 S 174.148 W,-85.1706,-174.148,Antarctica,
Antarctica,85.1706 S 174.133 W,-85.1706,-174.133,Antarctica,
Antarctica,85.1703 S 174.147 W,-85.1703,-174.147,Antarctica,
Antarctica,85.1702 S 174.134 W,-85.1702,-174.134,Antarctica,
Antarctica,85.17 S 174.134 W,-85.17,-174.134,Antarctica,
Antarctica,85.1696 S 174.136 W,-85.1696,-174.136,Antarctica,
Antarctica,85.1694 S 174.146 W,-85.1694,-174.146,Antarctica,
Antarctica,85.1691 S 174.137 W,-85.1691,-174.137,Antarctica,
Antarctica,85.1688 S 174.137 W,-85.1688,-174.137,Antarctica,
Antarctica,85.1683 S 174.151 W,-85.1683,-174.151,Antarctica,
Antarctica,85.168 S 174.138 W,-85.168,-174.138,Antarctica,
Antarctica,85.1676 S 174.139 W,-85.1676,-174.139,Antarctica,
Antarctica,85.1675 S 174.152 W,-85.1675,-174.152,Antarctica,
Antarctica,85.1673 S 174.145 W,-85.1673,-174.145,Antarctica,
Antarctica,85.1671 S 174.151 W,-85.1671,-174.151,Antarctica,
Antarctica,85.167 S 174.15 W,-85.167,-174.15,Antarctica,
Antarctica,85.0528 S 177.409 W,-85.0528,-177.409,Antarctica,
Antarctica,85.0503 S 177.416 W,-85.0503,-177.416,Antarctica,
Antarctica,85.0484 S 177.421 W,-85.0484,-177.421,Antarctica,
Antarctica,85.0467 S 177.416 W,-85.0467,-177.416,Antarctica,
Antarctica,85.0466 S 177.227 W,-85.0466,-177.227,Antarctica,
Antarctica,85.0441 S 177.233 W,-85.0441,-177.233,Antarctica,
Antarctica,85.0419 S 177.242 W,-85.0419,-177.242,Antarctica,
Antarctica,85.0404 S 177.242 W,-85.0404,-177.242,Antarctica,
Antarctica,85.038 S 177.236 W,-85.038,-177.236,Antarctica,
Antarctica,85.0339 S 177.22 W,-85.0339,-177.22,Antarctica,
Antarctica,85.0331 S 177.329 W,-85.0331,-177.329,Antarctica,
Antarctica,85.0328 S 177.316 W,-85.0328,-177.316,Antarctica,
Antarctica,85.0328 S 177.302 W,-85.0328,-177.302,Antarctica,
Antarctica,85.0324 S 177.226 W,-85.0324,-177.226,Antarctica,
Antarctica,85.0319 S 177.237 W,-85.0319,-177.237,Antarctica,
Antarctica,85.0316 S 177.242 W,-85.0316,-177.242,Antarctica,
Antarctica,85.0311 S 177.248 W,-85.0311,-177.248,Antarctica,
Antarctica,85.031 S 177.179 W,-85.031,-177.179,Antarctica,
Antarctica,85.0307 S 177.254 W,-85.0307,-177.254,Antarctica,
Antarctica,85.03 S 177.175 W,-85.03,-177.175,Antarctica,
Antarctica,85.0294 S 177.192 W,-85.0294,-177.192,Antarctica,
Antarctica,85.0286 S 177.193 W,-85.0286,-177.193,Antarctica,
Antarctica,84.9266 S 176.11 W,-84.9266,-176.11,Antarctica,
Antarctica,84.9266 S 176.109 W,-84.9266,-176.109,Antarctica,
Antarctica,84.9266 S 176.106 W,-84.9266,-176.106,Antarctica,
Antarctica,84.9263 S 176.106 W,-84.9263,-176.106,Antarctica,
Antarctica,84.9257 S 176.069 W,-84.9257,-176.069,Antarctica,
Antarctica,84.9254 S 176.104 W,-84.9254,-176.104,Antarctica,
Antarctica,84.9253 S 176.076 W,-84.9253,-176.076,Antarctica,
Antarctica,84.9252 S 176.081 W,-84.9252,-176.081,Antarctica,
Antarctica,84.9246 S 176.09 W,-84.9246,-176.09,Antarctica,
Antarctica,84.9245 S 176.099 W,-84.9245,-176.099,Antarctica,
Antarctica,84.9241 S 176.099 W,-84.9241,-176.099,Antarctica,
Antarctica,84.9238 S 176.098 W,-84.9238,-176.098,Antarctica,
Antarctica,84.9227 S 176.124 W,-84.9227,-176.124,Antarctica,
Antarctica,84.9216 S 176.125 W,-84.9216,-176.125,Antarctica,
Antarctica,84.9214 S 176.136 W,-84.9214,-176.136,Antarctica,
Antarctica,84.921 S 176.097 W,-84.921,-176.097,Antarctica,
Antarctica,84.9203 S 176.99 W,-84.9203,-176.99,Antarctica,
Antarctica,84.9199 S 176.983 W,-84.9199,-176.983,Antarctica,
Antarctica,84.9195 S 176.973 W,-84.9195,-176.973,Antarctica,
Antarctica,84.919 S 177.06 W,-84.919,-177.06,Antarctica,
Antarctica,84.9187 S 176.961 W,-84.9187,-176.961,Antarctica,
Antarctica,84.9186 S 176.108 W,-84.9186,-176.108,Antarctica,
Antarctica,84.9182 S 176.128 W,-84.9182,-176.128,Antarctica,
Antarctica,84.9177 S 177.052 W,-84.9177,-177.052,Antarctica,
Antarctica,84.9176 S 176.931 W,-84.9176,-176.931,Antarctica,
Antarctica,84.9174 S 177.048 W,-84.9174,-177.048,Antarctica,
Antarctica,84.9166 S 176.912 W,-84.9166,-176.912,Antarctica,
Antarctica,84.9163 S 177.021 W,-84.9163,-177.021,Antarctica,
Antarctica,84.916 S 176.898 W,-84.916,-176.898,Antarctica,
Antarctica,84.916 S 176.133 W,-84.916,-176.133,Antarctica,
Antarctica,84.9155 S 176.995 W,-84.9155,-176.995,Antarctica,
Antarctica,84.9155 S 176.146 W,-84.9155,-176.146,Antarctica,
Antarctica,84.9153 S 176.879 W,-84.9153,-176.879,Antarctica,
Antarctica,84.915 S 176.906 W,-84.915,-176.906,Antarctica,
Antarctica,84.9149 S 176.911 W,-84.9149,-176.911,Antarctica,
Antarctica,84.9148 S 176.15 W,-84.9148,-176.15,Antarctica,
Antarctica,84.9145 S 176.968 W,-84.9145,-176.968,Antarctica,
Antarctica,84.9145 S 176.932 W,-84.9145,-176.932,Antarctica,
Antarctica,84.9145 S 176.9 W,-84.9145,-176.9,Antarctica,
Antarctica,84.9145 S 176.891 W,-84.9145,-176.891,Antarctica,
Antarctica,84.9145 S 176.885 W,-84.9145,-176.885,Antarctica,
Antarctica,84.9141 S 176.895 W,-84.9141,-176.895,Antarctica,
Antarctica,84.9136 S 176.883 W,-84.9136,-176.883,Antarctica,
Antarctica,84.9135 S 176.965 W,-84.9135,-176.965,Antarctica,
Antarctica,84.9135 S 176.883 W,-84.9135,-176.883,Antarctica,
Antarctica,84.9107 S 177.001 W,-84.9107,-177.001,Antarctica,
Antarctica,84.9095 S 177.021 W,-84.9095,-177.021,Antarctica,
Antarctica,84.6265 S 176.743 W,-84.6265,-176.743,Antarctica,
Antarctica,84.6264 S 176.754 W,-84.6264,-176.754,Antarctica,
Antarctica,84.6264 S 176.749 W,-84.6264,-176.749,Antarctica,
Antarctica,84.6263 S 176.761 W,-84.6263,-176.761,Antarctica,
Antarctica,84.6261 S 176.766 W,-84.6261,-176.766,Antarctica,
Antarctica,84.6251 S 176.77 W,-84.6251,-176.77,Antarctica,
Antarctica,84.624 S 176.042 W,-84.624,-176.042,Antarctica,
Antarctica,84.6237 S 176.729 W,-84.6237,-176.729,Antarctica,
Antarctica,84.6237 S 176.725 W,-84.6237,-176.725,Antarctica,
Antarctica,84.6236 S 176.735 W,-84.6236,-176.735,Antarctica,
Antarctica,84.6235 S 176.732 W,-84.6235,-176.732,Antarctica,
Antarctica,84.6227 S 176.75 W,-84.6227,-176.75,Antarctica,
Antarctica,84.6226 S 176.75 W,-84.6226,-176.75,Antarctica,
Antarctica,84.6226 S 176.745 W,-84.6226,-176.745,Antarctica,
Antarctica,84.5595 S 176.811 W,-84.5595,-176.811,Antarctica,
Antarctica,84.5357 S 175.43 W,-84.5357,-175.43,Antarctica,
Antarctica,84.5353 S 175.427 W,-84.5353,-175.427,Antarctica,
Antarctica,84.535 S 175.427 W,-84.535,-175.427,Antarctica,
Antarctica,84.5346 S 175.423 W,-84.5346,-175.423,Antarctica,
Antarctica,84.5345 S 176.422 W,-84.5345,-176.422,Antarctica,
Antarctica,84.5344 S 175.416 W,-84.5344,-175.416,Antarctica,
Antarctica,84.5341 S 176.405 W,-84.5341,-176.405,Antarctica,
Antarctica,84.534 S 175.407 W,-84.534,-175.407,Antarctica,
Antarctica,84.5339 S 176.402 W,-84.5339,-176.402,Antarctica,
Antarctica,84.5336 S 175.401 W,-84.5336,-175.401,Antarctica,
Antarctica,84.5331 S 175.315 W,-84.5331,-175.315,Antarctica,
Antarctica,84.5319 S 175.335 W,-84.5319,-175.335,Antarctica,
Antarctica,84.5317 S 175.335 W,-84.5317,-175.335,Antarctica,
Antarctica,84.483 S 176.512 W,-84.483,-176.512,Antarctica,
Antarctica,84.483 S 176.503 W,-84.483,-176.503,Antarctica,
Antarctica,84.483 S 176.497 W,-84.483,-176.497,Antarctica,
Antarctica,84.4829 S 176.48 W,-84.4829,-176.48,Antarctica,
Antarctica,84.4819 S 176.497 W,-84.4819,-176.497,Antarctica,
Antarctica,84.4819 S 176.487 W,-84.4819,-176.487,Antarctica,
Antarctica,84.4818 S 176.506 W,-84.4818,-176.506,Antarctica,
Antarctica,84.4816 S 176.476 W,-84.4816,-176.476,Antarctica,
Antarctica,84.4815 S 176.494 W,-84.4815,-176.494,Antarctica,
Antarctica,84.4814 S 176.478 W,-84.4814,-176.478,Antarctica,
Antarctica,84.4814 S 176.477 W,-84.4814,-176.477,Antarctica,
Antarctica,84.481 S 176.486 W,-84.481,-176.486,Antarctica,
Antarctica,84.481 S 176.47 W,-84.481,-176.47,Antarctica,
Antarctica,84.4808 S 176.481 W,-84.4808,-176.481,Antarctica,
Antarctica,84.4808 S 176.479 W,-84.4808,-176.479,Antarctica,
Antarctica,84.4804 S 176.482 W,-84.4804,-176.482,Antarctica,
Antarctica,84.4801 S 176.488 W,-84.4801,-176.488,Antarctica,
Antarctica,84.4784 S 176.478 W,-84.4784,-176.478,Antarctica,
Antarctica,84.467 S 177.135 W,-84.467,-177.135,,
Antarctica,84.466 S 177.135 W,-84.466,-177.135,,
Antarctica,84.466 S 177.122 W,-84.466,-177.122,,
Antarctica,84.4656 S 177.135 W,-84.4656,-177.135,,
Antarctica,84.4649 S 177.161 W,-84.4649,-177.161,,
Antarctica,84.4648 S 177.127 W,-84.4648,-177.127,,
Antarctica,84.4646 S 177.168 W,-84.4646,-177.168,,
Antarctica,63.89762 S 57.79743 W,-63.89762,-57.79743,Antarctica,
Antarctica,63.80589 S 57.92147 W,-63.80589,-57.92147,Antarctica,
Antarctica,63.77 S 57.78 W,-63.77,-57.78,,
Antarctica,63.49 S 57.50 W,-63.49,-57.5,Antarctica,
Antarctica,62.591539 S 60.33925 W,-62.591539,-60.33925,Antarctica,
Antarctica,62.591030 S 60.33306 W,-62.59103,-60.33306,Antarctica,
Antarctica,78.08 S 163.8 E,-78.08,163.8,Antarctica,
Antarctica,78.03 S 163.8 E,-78.03,163.8,Antarctica,
Antarctica,77.73489 S 162.322975 E,-77.73489,162.322975,Antarctica,
Antarctica,77.734848 S 162.323608 E,-77.734848,162.323608,Antarctica,
Antarctica,77.734838 S 162.323528 E,-77.734838,162.323528,Antarctica,
Antarctica,77.734832 S 162.323444 E,-77.734832,162.323444,Antarctica,
Antarctica,77.734825 S 162.323648 E,-77.734825,162.323648,Antarctica,
Antarctica,77.734816 S 162.323455 E,-77.734816,162.323455,Antarctica,
Antarctica,77.734813 S 162.323567 E,-77.734813,162.323567,Antarctica,
Antarctica,77.734799 S 162.323467 E,-77.734799,162.323467,Antarctica,
Antarctica,77.734719 S 162.323824 E,-77.734719,162.323824,Antarctica,
Antarctica,77.734717 S 162.324335 E,-77.734717,162.324335,Antarctica,
Antarctica,77.73471 S 162.323531 E,-77.73471,162.323531,Antarctica,
Antarctica,77.734683 S 162.324287 E,-77.734683,162.324287,Antarctica,
Antarctica,77.72858 S 162.33156 E,-77.72858,162.33156,Antarctica,
Antarctica,77.72696436 S 162.2977684 E,-77.72696436,162.2977684,Antarctica,
Antarctica,77.72695724 S 162.2981884 E,-77.72695724,162.2981884,Antarctica,
Antarctica,77.72695458 S 162.2980039 E,-77.72695458,162.2980039,Antarctica,
Antarctica,62.59035 S 60.324766 W,-62.59035,-60.324766,Antarctica,
Antarctica,77.72695165 S 162.2980745 E,-77.72695165,162.2980745,Antarctica,
Antarctica,77.72691921 S 162.2981773 E,-77.72691921,162.2981773,Antarctica,
Antarctica,77.7269078 S 162.2981739 E,-77.7269078,162.2981739,Antarctica,
Antarctica,77.72690399 S 162.2981728 E,-77.72690399,162.2981728,Antarctica,
Antarctica,77.72690019 S 162.2981717 E,-77.72690019,162.2981717,Antarctica,
Antarctica,77.72682341 S 162.2982463 E,-77.72682341,162.2982463,Antarctica,
Antarctica,77.72682212 S 162.2982298 E,-77.72682212,162.2982298,Antarctica,
Antarctica,77.72680533 S 162.2980144 E,-77.72680533,162.2980144,Antarctica,
Antarctica,77.72679101 S 162.2976982 E,-77.72679101,162.2976982,Antarctica,
Antarctica,77.72676036 S 162.2977479 E,-77.72676036,162.2977479,Antarctica,
Antarctica,77.72675801 S 162.2977518 E,-77.72675801,162.2977518,Antarctica,
Antarctica,77.72675565 S 162.2977556 E,-77.72675565,162.2977556,Antarctica,
Antarctica,77.72673209 S 162.2973306 E,-77.72673209,162.2973306,Antarctica,
Antarctica,77.72671945 S 162.2974537 E,-77.72671945,162.2974537,Antarctica,
Antarctica,77.72671566 S 162.2974906 E,-77.72671566,162.2974906,Antarctica,
Antarctica,77.72671439 S 162.2975029 E,-77.72671439,162.2975029,Antarctica,
Antarctica,77.72671313 S 162.2975152 E,-77.72671313,162.2975152,Antarctica,
Antarctica,77.72668995 S 162.2981467 E,-77.72668995,162.2981467,Antarctica,
Antarctica,77.72663002 S 162.2976253 E,-77.72663002,162.2976253,Antarctica,
Antarctica,77.72662964 S 162.2976133 E,-77.72662964,162.2976133,Antarctica,
Antarctica,77.72662925 S 162.2976012 E,-77.72662925,162.2976012,Antarctica,
Antarctica,77.7266281 S 162.2975651 E,-77.7266281,162.2975651,Antarctica,
Antarctica,77.72662427 S 162.2974446 E,-77.72662427,162.2974446,Antarctica,
Antarctica,62.585753 S 60.33182 W,-62.585753,-60.33182,Antarctica,
Antarctica,77.72658388 S 162.2978274 E,-77.72658388,162.2978274,Antarctica,
Antarctica,77.72657575 S 162.2976723 E,-77.72657575,162.2976723,Antarctica,
Antarctica,77.72657331 S 162.2976257 E,-77.72657331,162.2976257,Antarctica,
Antarctica,77.72657168 S 162.2975947 E,-77.72657168,162.2975947,Antarctica,
Antarctica,77.72478 S 162.31201 E,-77.72478,162.31201,Antarctica,
Antarctica,77.72473 S 162.31184 E,-77.72473,162.31184,Antarctica,
Antarctica,77.72471 S 162.31192 E,-77.72471,162.31192,Antarctica,
Antarctica,77.705861 S 161.570639 E,-77.705861,161.570639,Antarctica,
Antarctica,77.637417 S 162.881383 E,-77.637417,162.881383,Antarctica,
Antarctica,77.637383 S 162.881233 E,-77.637383,162.881233,Antarctica,
Antarctica,77.637333 S 162.881200 E,-77.637333,162.8812,Antarctica,
Antarctica,77.635224 S 162.882015 E,-77.635224,162.882015,Antarctica,
Antarctica,77.635173 S 162.882637 E,-77.635173,162.882637,Antarctica,
Antarctica,77.63515 S 162.882625 E,-77.63515,162.882625,Antarctica,
Antarctica,77.635145 S 162.882847 E,-77.635145,162.882847,Antarctica,
Antarctica,77.635138 S 162.883016 E,-77.635138,162.883016,Antarctica,
Antarctica,77.635131 S 162.882858 E,-77.635131,162.882858,Antarctica,
Antarctica,77.635127 S 162.88261 E,-77.635127,162.88261,Antarctica,
Antarctica,77.635116 S 162.882864 E,-77.635116,162.882864,Antarctica,
Antarctica,77.635095 S 162.881809 E,-77.635095,162.881809,Antarctica,
Antarctica,77.635044 S 162.884075 E,-77.635044,162.884075,Antarctica,
Antarctica,77.635036 S 162.882556 E,-77.635036,162.882556,Antarctica,
Antarctica,77.635026 S 162.882913 E,-77.635026,162.882913,Antarctica,
Antarctica,77.635014 S 162.883136 E,-77.635014,162.883136,Antarctica,
Antarctica,77.63495873 S 162.871495 E,-77.63495873,162.871495,Antarctica,
Antarctica,77.63492995 S 162.8716551 E,-77.63492995,162.8716551,Antarctica,
Antarctica,77.634922 S 162.884024 E,-77.634922,162.884024,Antarctica,
Antarctica,77.63492132 S 162.8717032 E,-77.63492132,162.8717032,Antarctica,
