enum	permissible_value	meaning	description	comments	suspect	single	in_subset
FilterTypeEnum	particulate air filter				FALSE	FALSE	packages_tab_no_conflict
FireplaceTypeEnum	gas burning				FALSE	FALSE	packages_tab_no_conflict
FireplaceTypeEnum	wood burning				FALSE	FALSE	packages_tab_no_conflict
FloorCondEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
FloorCondEnum	needs repair				FALSE	FALSE	packages_tab_no_conflict
FloorCondEnum	new				FALSE	FALSE	packages_tab_no_conflict
FloorCondEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
FloorCondEnum	visible wear				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	balcony				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	concrete				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	floating floor				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	glass floor				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	raised floor				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	sprung floor				FALSE	FALSE	packages_tab_no_conflict
FloorStrucEnum	wood-framed				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	bulging walls				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	ceiling discoloration				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	condensation				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	floor discoloration				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	mold odor				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	peeling paint or wallpaper				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	wall discoloration				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	water stains				FALSE	FALSE	packages_tab_no_conflict
FloorWaterMoldEnum	wet floor				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	drum and drain				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	manual spinner				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	rinsed with sanitizer solution				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	rinsed with water				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	scrubbed with brush				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	scrubbed with hand				FALSE	FALSE	packages_tab_no_conflict
FoodCleanProcEnum	soaking				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	cheeses-other than hard cheeses				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	crustaceans				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	cucumbers				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	finfish-including smoked finfish				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	fruits and vegetables-fresh cut				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	herbs-fresh				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	leafy greens-including fresh cut leafy greens				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	melons				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	mollusks-bivalves				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	nut butter				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	peppers				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	ready to eat deli salads				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	shell eggs				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	sprouts				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	tomatoes				FALSE	FALSE	packages_tab_no_conflict
FoodTraceListEnum	tropical tree fruits				FALSE	FALSE	packages_tab_no_conflict
FurnitureEnum	cabinet				FALSE	FALSE	packages_tab_no_conflict
FurnitureEnum	chair				FALSE	FALSE	packages_tab_no_conflict
FurnitureEnum	desks				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	all gender				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	female				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	gender neurtral				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	male				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	male and female				FALSE	FALSE	packages_tab_no_conflict
GenderRestroomEnum	unisex				FALSE	FALSE	packages_tab_no_conflict
HandidnessEnum	ambidexterity				FALSE	FALSE	packages_tab_no_conflict
HandidnessEnum	left handedness				FALSE	FALSE	packages_tab_no_conflict
HandidnessEnum	mixed-handedness				FALSE	FALSE	packages_tab_no_conflict
HandidnessEnum	right handedness				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	Bitumen				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	Coalbed Methane				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	Gas				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	Gas-Condensate				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	Oil				FALSE	FALSE	packages_tab_no_conflict
HcProducedEnum	other				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Coalbed				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Gas Reservoir				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Oil Reservoir				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Oil Sand				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	other				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Shale				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Tight Gas Reservoir				FALSE	FALSE	packages_tab_no_conflict
HcrEnum	Tight Oil Reservoir				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Archean				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Cambrian				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Carboniferous				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Cenozoic				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Cretaceous				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Devonian				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Jurassic				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Mesozoic				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Neogene				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Ordovician				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	other				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Paleogene				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Paleozoic				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Permian				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Precambrian				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Proterozoic				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Silurian				FALSE	FALSE	packages_tab_no_conflict
HcrGeolAgeEnum	Triassic				FALSE	FALSE	packages_tab_no_conflict
HeatCoolTypeEnum	forced air system				FALSE	FALSE	packages_tab_no_conflict
HeatCoolTypeEnum	heat pump				FALSE	FALSE	packages_tab_no_conflict
HeatCoolTypeEnum	radiant system				FALSE	FALSE	packages_tab_no_conflict
HeatCoolTypeEnum	steam forced heat				FALSE	FALSE	packages_tab_no_conflict
HeatCoolTypeEnum	wood stove				FALSE	FALSE	packages_tab_no_conflict
HeatDelivLocEnum	east				FALSE	FALSE	packages_tab_no_conflict
HeatDelivLocEnum	north				FALSE	FALSE	packages_tab_no_conflict
HeatDelivLocEnum	south				FALSE	FALSE	packages_tab_no_conflict
HeatDelivLocEnum	west				FALSE	FALSE	packages_tab_no_conflict
HeatSysDelivMethEnum	conductive				FALSE	FALSE	packages_tab_no_conflict
HeatSysDelivMethEnum	radiant				FALSE	FALSE	packages_tab_no_conflict
HostCellularLocEnum	extracellular				FALSE	FALSE	packages_tab_no_conflict
HostCellularLocEnum	intracellular				FALSE	FALSE	packages_tab_no_conflict
HostCellularLocEnum	not determined				FALSE	FALSE	packages_tab_no_conflict
HostDependenceEnum	facultative				FALSE	FALSE	packages_tab_no_conflict
HostDependenceEnum	obligate				FALSE	FALSE	packages_tab_no_conflict
HostSpecificityEnum	family-specific				FALSE	FALSE	packages_tab_no_conflict
HostSpecificityEnum	generalist				FALSE	FALSE	packages_tab_no_conflict
HostSpecificityEnum	genus-specific				FALSE	FALSE	packages_tab_no_conflict
HostSpecificityEnum	species-specific				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	bathroom				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	bedroom				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	elevator				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	foyer				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	hallway				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	kitchen				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	locker room				FALSE	FALSE	packages_tab_no_conflict
IndoorSpaceEnum	office				FALSE	FALSE	packages_tab_no_conflict
IntWallCondEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
IntWallCondEnum	needs repair				FALSE	FALSE	packages_tab_no_conflict
IntWallCondEnum	new				FALSE	FALSE	packages_tab_no_conflict
IntWallCondEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
IntWallCondEnum	visible wear				FALSE	FALSE	packages_tab_no_conflict
LightTypeEnum	desk lamp				FALSE	FALSE	packages_tab_no_conflict
LightTypeEnum	electric light				FALSE	FALSE	packages_tab_no_conflict
LightTypeEnum	flourescent lights				FALSE	FALSE	packages_tab_no_conflict
LightTypeEnum	natural light				FALSE	FALSE	packages_tab_no_conflict
LightTypeEnum	none				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Basement				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Chalk				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Chert				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Coal				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Conglomerate				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Diatomite				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Dolomite				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Limestone				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	other				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Sandstone				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Shale				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Siltstone				FALSE	FALSE	packages_tab_no_conflict
LithologyEnum	Volcanic				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	boat				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	bus				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	car				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	carriage				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	coach				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	elevator				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	escalator				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	subway				FALSE	FALSE	packages_tab_no_conflict
MechStrucEnum	train				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:castrator				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:directly transmitted				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:micropredator				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:parasitoid				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:trophically transmitted				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	horizontal:vector transmitted				FALSE	FALSE	packages_tab_no_conflict
ModeTransmissionEnum	vertical				FALSE	FALSE	packages_tab_no_conflict
OccupDocumentEnum	automated count				FALSE	FALSE	packages_tab_no_conflict
OccupDocumentEnum	estimate				FALSE	FALSE	packages_tab_no_conflict
OccupDocumentEnum	manual count				FALSE	FALSE	packages_tab_no_conflict
OccupDocumentEnum	videos				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	plant cutting				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	pregerminated seed				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	ratoon				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	seed				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	seedling				FALSE	FALSE	packages_tab_no_conflict
PlantReprodCropEnum	whole mature plant				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Androdioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Androecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Androgynomonoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Androgynous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Andromonoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Bisexual				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Dichogamous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Diclinous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Dioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Gynodioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Gynoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Gynomonoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Hermaphroditic				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Imperfect				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Monoclinous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Monoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Perfect				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Polygamodioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Polygamomonoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Polygamous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Protandrous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Protogynous				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Subandroecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Subdioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Subgynoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Synoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Trimonoecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Trioecious				FALSE	FALSE	packages_tab_no_conflict
PlantSexEnum	Unisexual				FALSE	FALSE	packages_tab_no_conflict
ProfilePositionEnum	backslope				FALSE	FALSE	packages_tab_no_conflict
ProfilePositionEnum	footslope				FALSE	FALSE	packages_tab_no_conflict
ProfilePositionEnum	shoulder				FALSE	FALSE	packages_tab_no_conflict
ProfilePositionEnum	summit				FALSE	FALSE	packages_tab_no_conflict
ProfilePositionEnum	toeslope				FALSE	FALSE	packages_tab_no_conflict
QuadPosEnum	East side				FALSE	FALSE	packages_tab_no_conflict
QuadPosEnum	North side				FALSE	FALSE	packages_tab_no_conflict
QuadPosEnum	South side				FALSE	FALSE	packages_tab_no_conflict
QuadPosEnum	West side				FALSE	FALSE	packages_tab_no_conflict
RelSampLocEnum	center of car				FALSE	FALSE	packages_tab_no_conflict
RelSampLocEnum	edge of car				FALSE	FALSE	packages_tab_no_conflict
RelSampLocEnum	under a seat				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	needs repair				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	new				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	visible signs of mold/mildew				FALSE	FALSE	packages_tab_no_conflict
RoomCondtEnum	visible wear				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	attic				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	bathroom				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	closet				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	conference room				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	elevator				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	examining room				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	hallway				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	kitchen				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	mail room				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	office				FALSE	FALSE	packages_tab_no_conflict
RoomConnectedEnum	stairwell				FALSE	FALSE	packages_tab_no_conflict
RoomLocEnum	corner room				FALSE	FALSE	packages_tab_no_conflict
RoomLocEnum	exterior wall				FALSE	FALSE	packages_tab_no_conflict
RoomLocEnum	interior room				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	center				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	east corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	north corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	northeast corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	northwest corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	south corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	southeast corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	southwest corner				FALSE	FALSE	packages_tab_no_conflict
RoomSampPosEnum	west corner				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	attic				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	auditorium				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	bathroom				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	cafe				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	closet				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	conference room				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	data center				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	elevator				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	examining room				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	gymnasium				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	hallway				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	kitchen				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	laboratory_dry				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	laboratory_wet				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	lobby				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	lockers				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	mail room				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	mechanical or electrical room				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	natatorium				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	open office				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	private office				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	restroom			removed initial comma	TRUE	FALSE	packages_tab_no_conflict
RoomTypeEnum	stairwell				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	vestibule				FALSE	FALSE	packages_tab_no_conflict
RoomTypeEnum	warehouse				FALSE	FALSE	packages_tab_no_conflict
RouteTransmissionEnum	environmental:faecal-oral				FALSE	FALSE	packages_tab_no_conflict
RouteTransmissionEnum	transplacental				FALSE	FALSE	packages_tab_no_conflict
RouteTransmissionEnum	vector-borne:vector penetration				FALSE	FALSE	packages_tab_no_conflict
SampCaptStatusEnum	active surveillance in response to an outbreak				FALSE	FALSE	packages_tab_no_conflict
SampCaptStatusEnum	active surveillance not initiated by an outbreak				FALSE	FALSE	packages_tab_no_conflict
SampCaptStatusEnum	farm sample				FALSE	FALSE	packages_tab_no_conflict
SampCaptStatusEnum	market sample				FALSE	FALSE	packages_tab_no_conflict
SampCaptStatusEnum	other				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	drilling rig				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	other				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	separator				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	storage tank				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	test well				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	well				FALSE	FALSE	packages_tab_no_conflict
SampCollectPointEnum	wellhead				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	dissemination				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	growth and reproduction				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	infection				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	inoculation				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	other				FALSE	FALSE	packages_tab_no_conflict
SampDisStageEnum	penetration				FALSE	FALSE	packages_tab_no_conflict
SampLocConditionEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
SampLocConditionEnum	new				FALSE	FALSE	packages_tab_no_conflict
SampLocConditionEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
SampLocConditionEnum	visible signs of mold-mildew				FALSE	FALSE	packages_tab_no_conflict
SampLocConditionEnum	visible weariness repair				FALSE	FALSE	packages_tab_no_conflict
SampSubtypeEnum	biofilm				FALSE	FALSE	packages_tab_no_conflict
SampSubtypeEnum	not applicable				FALSE	FALSE	packages_tab_no_conflict
SampSubtypeEnum	oil phase				FALSE	FALSE	packages_tab_no_conflict
SampSubtypeEnum	other				FALSE	FALSE	packages_tab_no_conflict
SampSubtypeEnum	water phase				FALSE	FALSE	packages_tab_no_conflict
SampSurfMoistureEnum	intermittent moisture				FALSE	FALSE	packages_tab_no_conflict
SampSurfMoistureEnum	not present				FALSE	FALSE	packages_tab_no_conflict
SampSurfMoistureEnum	submerged				FALSE	FALSE	packages_tab_no_conflict
SampTransportContEnum	bottle				FALSE	FALSE	packages_tab_no_conflict
SampTransportContEnum	cooler				FALSE	FALSE	packages_tab_no_conflict
SampTransportContEnum	glass vial				FALSE	FALSE	packages_tab_no_conflict
SampTransportContEnum	plastic vial				FALSE	FALSE	packages_tab_no_conflict
SampTransportContEnum	vendor supplied container				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	clear sky				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	cloudy				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	foggy				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	hail				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	rain				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	sleet				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	snow				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	sunny				FALSE	FALSE	packages_tab_no_conflict
SampWeatherEnum	windy				FALSE	FALSE	packages_tab_no_conflict
SeasonUseEnum	Fall				FALSE	FALSE	packages_tab_no_conflict
SeasonUseEnum	Spring				FALSE	FALSE	packages_tab_no_conflict
SeasonUseEnum	Summer				FALSE	FALSE	packages_tab_no_conflict
SeasonUseEnum	Winter				FALSE	FALSE	packages_tab_no_conflict
SedimentTypeEnum	biogenous				FALSE	FALSE	packages_tab_no_conflict
SedimentTypeEnum	cosmogenous				FALSE	FALSE	packages_tab_no_conflict
SedimentTypeEnum	hydrogenous				FALSE	FALSE	packages_tab_no_conflict
SedimentTypeEnum	lithogenous				FALSE	FALSE	packages_tab_no_conflict
ShadDevWaterMoldEnum	no presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
ShadDevWaterMoldEnum	presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceCondEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceCondEnum	needs repair				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceCondEnum	new				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceCondEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceCondEnum	visible wear				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceLocEnum	exterior				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceLocEnum	interior				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	bahama shutters				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	exterior roll blind				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	gambrel awning				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	hood awning				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	porchroller awning				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	sarasota shutters				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	slatted aluminum				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	solid aluminum awning				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	sun screen				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	tree				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	trellis				FALSE	FALSE	packages_tab_no_conflict
ShadingDeviceTypeEnum	venetian awning				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	clay				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	clay loam				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	loam				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	loamy sand				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	sand				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	sandy clay				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	sandy clay loam				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	sandy loam				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	silt				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	silt loam				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	silty clay				FALSE	FALSE	packages_tab_no_conflict
SoilTextureClassEnum	silty clay loam				FALSE	FALSE	packages_tab_no_conflict
SpaceTypStateEnum	typically occupied				FALSE	FALSE	packages_tab_no_conflict
SpaceTypStateEnum	typically unoccupied				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	as built				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	bid				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	construction				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	design				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	operation				FALSE	FALSE	packages_tab_no_conflict
SpecificEnum	photos				FALSE	FALSE	packages_tab_no_conflict
SrDepEnvEnum	Fluvioldeltaic				FALSE	FALSE	packages_tab_no_conflict
SrDepEnvEnum	Fluviomarine				FALSE	FALSE	packages_tab_no_conflict
SrDepEnvEnum	Lacustine				FALSE	FALSE	packages_tab_no_conflict
SrDepEnvEnum	Marine				FALSE	FALSE	packages_tab_no_conflict
