enum	permissible_values	suspect	single	source
farm_water_source_enum	stream	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
farm_water_source_enum	well	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
fireplace_type_enum	gas burning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
fireplace_type_enum	wood burning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:castrator	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:directly transmitted	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:micropredator	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:parasitoid	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:trophically transmitted	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	horizontal:vector transmitted	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
mode_transmission_enum	vertical	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_surf_moisture_enum	intermittent moisture	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_surf_moisture_enum	not present	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_surf_moisture_enum	submerged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
host_cellular_loc_enum	extracellular	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
host_cellular_loc_enum	intracellular	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
host_cellular_loc_enum	not determined	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_direct_enum	inward	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_direct_enum	outward	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_direct_enum	sideways	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_dep_env_enum	Fluvioldeltaic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_dep_env_enum	Fluviomarine	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_dep_env_enum	Lacustine	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_dep_env_enum	Marine	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_dep_env_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_horiz_pos_enum	left	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_horiz_pos_enum	middle	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_horiz_pos_enum	right	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
dominant_hand_enum	ambidextrous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
dominant_hand_enum	left	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
dominant_hand_enum	right	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
special_diet_enum	low carb	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
special_diet_enum	other(to be specified)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
special_diet_enum	reduced calorie	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
special_diet_enum	vegetarian	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
tidal_stage_enum	ebb tide	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
tidal_stage_enum	flood tide	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
tidal_stage_enum	high tide	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
tidal_stage_enum	low tide	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_comp_type_enum	metal covered	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_comp_type_enum	revolving	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_comp_type_enum	sliding	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_comp_type_enum	telescopic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	bulging walls	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	ceiling discoloration	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	condensation	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	floor discoloration	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	mold odor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	peeling paint or wallpaper	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	wall discoloration	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	water stains	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_water_mold_enum	wet floor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Friday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Monday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Saturday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Sunday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Thursday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Tuesday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
weekday_enum	Wednesday	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
water_source_shared_enum	multiple users, agricutural	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
water_source_shared_enum	multiple users, other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
water_source_shared_enum	no sharing	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	desk lamp	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	electric light	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	flourescent lights	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	natural light	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	natural light	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
light_type_enum	none	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_cond_enum	damaged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_cond_enum	needs repair	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_cond_enum	new	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_cond_enum	rupture	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_cond_enum	visible wear	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_cond_enum	damaged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_cond_enum	needs repair	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_cond_enum	new	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_cond_enum	rupture	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_cond_enum	visible wear	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
int_wall_cond_enum	damaged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
int_wall_cond_enum	needs repair	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
int_wall_cond_enum	new	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
int_wall_cond_enum	rupture	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
int_wall_cond_enum	visible wear	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	damaged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	needs repair	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	new	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	rupture	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	visible signs of mold/mildew	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_condt_enum	visible wear	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_body_cond_enum	normal	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_body_cond_enum	over conditioned	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_body_cond_enum	under conditioned	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	center	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	east corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	north corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	northeast corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	northwest corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	south corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	southeast corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	southwest corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_samp_pos_enum	west corner	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
quad_pos_enum	East side	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
quad_pos_enum	North side	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
quad_pos_enum	South side	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
quad_pos_enum	West side	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_loc_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_loc_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_loc_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_loc_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
heat_deliv_loc_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
heat_deliv_loc_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
heat_deliv_loc_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
heat_deliv_loc_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_loc_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_loc_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_loc_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_loc_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_loc_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_loc_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_loc_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_loc_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	northeast	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	northwest	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	southeast	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	southwest	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_wall_orient_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	east	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	north	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	northeast	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	northwest	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	south	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	southeast	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	southwest	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ext_window_orient_enum	west	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
air_flow_impede_enum	obstructed	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
air_flow_impede_enum	unobstructed; {text}; {measurement value}	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	airport	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	commercial	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	health care	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	high rise	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	low rise	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	market	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	residence	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	residential	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	restaurant	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	school	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	school	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	sports complex	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_occup_type_enum	wood framed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_subtype_enum	biofilm	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_subtype_enum	not applicable	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_subtype_enum	oil phase	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_subtype_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_subtype_enum	water phase	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Coalbed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Gas Reservoir	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Oil Reservoir	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Oil Sand	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Shale	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Tight Gas Reservoir	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	Tight Oil Reservoir	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	Bitumen	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	Coalbed Methane	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	Gas	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	Gas-Condensate	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	Oil	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hc_produced_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	as built	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	bid	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	building navigation map	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	construction	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	design	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	diagram	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	operation	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
drawings_enum	sketch	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	as built	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	bid	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	construction	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	design	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	operation	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
specific_enum	photos	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	fabric	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	no treatment	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	painted	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	paneling	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	stucco	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_surf_treatment_enum	wall paper	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	HEPA	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	chemical air filter	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	electrostatic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	gas-phase or ultraviolet air treatments	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	low-MERV pleated media	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
filter_type_enum	particulate air filter	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	3D scans	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	commonly of the building	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	equipment	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	interiors	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	photos	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	site context (adjacent buildings, vegetation, terrain, streets)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
vis_media_enum	videos	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
aero_struc_enum	glider	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
aero_struc_enum	plane	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	plant cutting	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	pregerminated seed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	ratoon	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	seed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	seedling	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
plant_reprod_crop_enum	whole mature plant	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	acoustical treatment	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	gypsum board	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	gypsum plaster	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	masonry	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	metal	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	plaster	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	stone facing	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	terrazzo	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	tile	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	veneer plaster	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
wall_finish_mat_enum	wood	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_water_mold_enum	no presence of mold visible	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_water_mold_enum	presence of mold visible	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
