enum	permissible_values	suspect	single	source
hcr_geol_age_enum	Permian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_geol_age_enum	Precambrian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_geol_age_enum	Proterozoic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_geol_age_enum	Silurian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_geol_age_enum	Triassic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
hcr_geol_age_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Archean	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Cambrian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Carboniferous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Cenozoic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Cretaceous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Devonian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Jurassic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Mesozoic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Neogene	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Ordovician	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Paleogene	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Paleozoic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Permian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Precambrian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Proterozoic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Silurian	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	Triassic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sr_geol_age_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	attic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	bathroom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	closet	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	conference room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	elevator	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	examining room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	hallway	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	kitchen	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	mail room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_connected_enum	stairwell	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	,restroom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	attic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	auditorium	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	bathroom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	cafe	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	closet	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	conference room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	data center	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	elevator	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	examining room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	gymnasium	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	hallway	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	kitchen	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	laboratory_dry	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	laboratory_wet	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	lobby	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	lockers	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	mail room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	mechanical or electrical room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	natatorium	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	open office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	private office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	stairwell	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	vestibule	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
room_type_enum	warehouse	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
occup_document_enum	automated count	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
occup_document_enum	estimate	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
occup_document_enum	manual count	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
occup_document_enum	videos	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	bahama shutters	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	exterior roll blind	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	gambrel awning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	hood awning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	porchroller awning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	sarasota shutters	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	slatted aluminum	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	solid aluminum awning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	sun screen	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	tree	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	trellis	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
shading_device_type_enum	venetian awning	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	balcony	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	concrete	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	floating floor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	glass floor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	raised floor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	sprung floor	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
floor_struc_enum	wood-framed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Basement	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Chalk	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Chert	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Coal	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Conglomerate	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Diatomite	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Dolomite	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Limestone	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Sandstone	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Shale	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Siltstone	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	Volcanic	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
lithology_enum	other	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	bathroom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	bedroom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	elevator	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	foyer	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	hallway	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	kitchen	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	locker room	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
indoor_space_enum	office	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_quality_date_enum		True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_quality_date_enum	best by	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_quality_date_enum	best if used by	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_quality_date_enum	freeze by	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_quality_date_enum	use by; date	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	battened	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	battened	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	battened	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	bettened and ledged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	flush	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	framed and paneled	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	glashed or sash	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	ledged and braced	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	ledged and framed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	ledged, braced and frame	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	louvered	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
door_type_wood_enum	wire gauged	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sediment_type_enum	biogenous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sediment_type_enum	cosmogenous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sediment_type_enum	hydrogenous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
sediment_type_enum	lithogenous	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_cover_enum	blinds	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_cover_enum	curtains	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_cover_enum	none	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum		False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum	bottle	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum	cooler	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum	glass vial	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum	plastic vial	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
samp_transport_cont_enum	vendor supplied container	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	bottom	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	high	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	low	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	middle	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	middle	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
window_vert_pos_enum	top	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	building information model	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	commissioning report	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	complaint logs	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	contract administration	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	cost estimate	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	janitorial schedules or logs	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	maintenance plans	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	schedule	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	sections	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	shop drawings	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	submittals	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	ventilation system	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
build_docs_enum	windows	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
arch_struc_enum	building	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
arch_struc_enum	home	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
arch_struc_enum	shed	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
furniture_enum	cabinet	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
furniture_enum	chair	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
furniture_enum	desks	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_sex_enum	castrated female	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_sex_enum	castrated male	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_sex_enum	intact female	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
animal_sex_enum	intact male	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
pres_animal_insect_enum	cat	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
pres_animal_insect_enum	dog	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
pres_animal_insect_enum	other;{integer}	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
pres_animal_insect_enum	rodent	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
pres_animal_insect_enum	snake	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	barrel-shaped	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	cathedral	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	coffered	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	concave	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	cove	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	dropped	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
ceil_type_enum	stretched	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	cheeses-other than hard cheeses	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	crustaceans	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	cucumbers	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	finfish-including smoked finfish	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	fruits and vegetables-fresh cut	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	herbs-fresh	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	leafy greens-including fresh cut leafy greens	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	melons	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	mollusks-bivalves	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	nut butter	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	peppers	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	ready to eat deli salads	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	shell eggs	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	sprouts	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	tomatoes	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
food_trace_list_enum	tropical tree fruits	False	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	badlands	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	cities	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	conifers (e.g. pine,spruce,fir,cypress)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	crop trees (nuts,fruit,christmas trees,nursery trees)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	farmstead	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	gravel	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	hardwoods (e.g. oak,hickory,elm,aspen)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	hayland	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	horticultural plants (e.g. tulips)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	industrial areas	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	intermixed hardwood and conifers	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	marshlands (grass,sedges,rushes)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	meadows (grasses,alfalfa,fescue,bromegrass,timothy)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	mines/quarries	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	mudflats	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	oil waste areas	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	pastureland (grasslands used for livestock grazing)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	permanent snow or ice	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	rainforest (evergreen forest receiving >406 cm annual rainfall)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	rangeland	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	roads/railroads	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	rock	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	row crops	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	saline seeps	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	salt flats	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	sand	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	shrub crops (blueberries,nursery ornamentals,filberts)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	shrub land (e.g. mesquite,sage-brush,creosote bush,shrub oak,eucalyptus)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	small grains	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	successional shrub land (tree saplings,hazels,sumacs,chokecherry,shrub dogwoods,blackberries)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	swamp (permanent or semi-permanent water body dominated by woody plants)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
cur_land_use_enum	tropical (e.g. mangrove,palms)	True	False	MIxS_6_term_updates_MIxS6_packages-Final_clean_slotdefs_non_conflicting_shared
